Incident Datetime;Incident Date;Incident Time;Incident Day of Week;Report Datetime;Incident Category;Resolution;Police District ;Analysis Neighborhood;Latitude;Longitude
23/03/2023 11:00;23/03/2023;11:00;Thursday;23/03/2023 22:32;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76606305964936;-122.42992612183986
24/03/2023 00:23;24/03/2023;00:23;Friday;24/03/2023 00:23;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.76459772935074;-122.44403694146978
24/03/2023 18:00;24/03/2023;18:00;Friday;24/03/2023 20:27;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76450761219125;-122.42866513028684
23/03/2023 00:00;23/03/2023;00:00;Thursday;23/03/2023 21:54;Malicious Mischief;Open or Active;Mission;Castro/Upper Market;37.759829612490556;-122.42592030312977
18/03/2023 23:45;18/03/2023;23:45;Saturday;22/03/2023 22:17;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.7609547379289;-122.43390358046642
23/03/2023 00:00;23/03/2023;00:00;Thursday;23/03/2023 21:54;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.759829612490556;-122.42592030312977
20/06/2023 19:00;20/06/2023;19:00;Tuesday;21/06/2023 10:07;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.769249649263244;-122.43246434217895
02/05/2024 09:40;02/05/2024;09:40;Thursday;02/05/2024 09:40;Recovered Vehicle;Open or Active;Park;Castro/Upper Market;37.76419448852539;-122.43307495117188
02/05/2024 09:40;02/05/2024;09:40;Thursday;02/05/2024 09:40;Other Offenses;Open or Active;Park;Castro/Upper Market;37.76419448852539;-122.43307495117188
22/03/2024 00:00;22/03/2024;00:00;Friday;02/05/2024 13:46;Fraud;Open or Active;Mission;Castro/Upper Market;37.758087158203125;-122.42804718017578
01/05/2021 23:33;01/05/2021;23:33;Saturday;01/05/2024 23:34;Other;Open or Active;Mission;Castro/Upper Market;37.76102066040039;-122.43279266357422
02/05/2024 10:00;02/05/2024;10:00;Thursday;02/05/2024 10:00;Warrant;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76261901855469;-122.43295288085938
02/05/2024 09:40;02/05/2024;09:40;Thursday;02/05/2024 10:49;Other Offenses;Open or Active;Park;Castro/Upper Market;37.76419448852539;-122.43307495117188
02/05/2024 21:00;02/05/2024;21:00;Thursday;02/05/2024 21:05;Robbery;Open or Active;Mission;Castro/Upper Market;37.759830474853516;-122.42591857910156
22/04/2024 10:30;22/04/2024;10:30;Monday;22/04/2024 14:15;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.76759338378906;-122.43119049072266
02/05/2024 21:00;02/05/2024;21:00;Thursday;02/05/2024 21:05;Assault;Open or Active;Mission;Castro/Upper Market;37.759830474853516;-122.42591857910156
01/05/2024 22:00;01/05/2024;22:00;Wednesday;02/05/2024 01:39;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.76235580444336;-122.43733978271484
02/05/2024 21:00;02/05/2024;21:00;Thursday;02/05/2024 21:05;Disorderly Conduct;Open or Active;Mission;Castro/Upper Market;37.759830474853516;-122.42591857910156
29/04/2024 23:30;29/04/2024;23:30;Monday;30/04/2024 19:46;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.756492614746094;-122.42789459228516
30/09/2023 11:30;30/09/2023;11:30;Saturday;30/09/2023 13:51;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76437350953744;-122.43088215407568
30/09/2023 01:00;30/09/2023;01:00;Saturday;30/09/2023 10:47;Motor Vehicle Theft;Open or Active;Mission;Castro/Upper Market;37.76088893209152;-122.4350007026991
19/09/2023 14:00;19/09/2023;14:00;Tuesday;21/09/2023 19:40;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.76398268102657;-122.43653487749596
15/08/2023 14:31;15/08/2023;14:31;Tuesday;22/09/2023 18:29;Lost Property;Open or Active;Park;Castro/Upper Market;37.769249649263244;-122.43246434217895
30/09/2023 00:35;30/09/2023;00:35;Saturday;30/09/2023 00:40;Assault;Open or Active;Mission;Castro/Upper Market;37.76088893209152;-122.4350007026991
29/09/2023 16:46;29/09/2023;16:46;Friday;29/09/2023 16:53;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76606305964936;-122.42992612183986
29/09/2023 16:46;29/09/2023;16:46;Friday;29/09/2023 16:53;Malicious Mischief;Open or Active;Mission;Castro/Upper Market;37.76606305964936;-122.42992612183986
25/03/2023 16:50;25/03/2023;16:50;Saturday;25/03/2023 16:53;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76444075205372;-122.42977056816274
23/03/2023 16:30;23/03/2023;16:30;Thursday;26/03/2023 15:07;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.76367795798164;-122.44295103768665
25/03/2023 12:00;25/03/2023;12:00;Saturday;25/03/2023 12:09;Other Miscellaneous;Open or Active;Mission;Castro/Upper Market;37.7596142083016;-122.44230690904861
25/03/2023 09:40;25/03/2023;09:40;Saturday;25/03/2023 09:48;Non-Criminal;Open or Active;Mission;Castro/Upper Market;37.76082399395527;-122.43611410956652
21/09/2022 12:00;21/09/2022;12:00;Wednesday;26/03/2023 13:05;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.763970001493696;-122.4263174795739
25/03/2023 10:01;25/03/2023;10:01;Saturday;25/03/2023 10:13;Other Miscellaneous;Open or Active;Park;Castro/Upper Market;37.76188044208951;-122.44530943631204
25/03/2023 17:15;25/03/2023;17:15;Saturday;25/03/2023 17:21;Malicious Mischief;Cite or Arrest Adult;Mission;Castro/Upper Market;37.759829612490556;-122.42592030312977
25/03/2023 12:00;25/03/2023;12:00;Saturday;25/03/2023 13:41;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.75722892063926;-122.44694244519901
22/03/2023 22:00;22/03/2023;22:00;Wednesday;23/03/2023 17:58;Larceny Theft;Open or Active;Park;Castro/Upper Market;37.75948352703032;-122.4458638858858
24/03/2023 22:01;24/03/2023;22:01;Friday;24/03/2023 22:16;Malicious Mischief;Open or Active;Park;Castro/Upper Market;37.76410227052293;-122.43531729847254
25/03/2023 16:50;25/03/2023;16:50;Saturday;25/03/2023 16:53;Assault;Open or Active;Mission;Castro/Upper Market;37.76444075205372;-122.42977056816274
25/03/2023 10:01;25/03/2023;10:01;Saturday;25/03/2023 10:13;Other Miscellaneous;Open or Active;Park;Castro/Upper Market;37.76188044208951;-122.44530943631204
26/03/2023 12:10;26/03/2023;12:10;Sunday;26/03/2023 12:45;Non-Criminal;Open or Active;Mission;Castro/Upper Market;37.759829612490556;-122.42592030312977
25/03/2023 17:15;25/03/2023;17:15;Saturday;25/03/2023 17:21;Assault;Cite or Arrest Adult;Mission;Castro/Upper Market;37.759829612490556;-122.42592030312977
26/03/2023 13:27;26/03/2023;13:27;Sunday;26/03/2023 13:27;Robbery;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76877049785351;-122.42746205880601
25/03/2023 09:30;25/03/2023;09:30;Saturday;25/03/2023 10:56;Larceny Theft;Open or Active;Mission;Castro/Upper Market;37.76088893209152;-122.4350007026991
29/09/2023 00:00;29/09/2023;00:00;Friday;29/09/2023 11:54;Malicious Mischief;Open or Active;Mission;Castro/Upper Market;37.75970837295266;-122.44462942946897
23/09/2023 11:24;23/09/2023;11:24;Saturday;29/09/2023 13:45;Burglary;Open or Active;Mission;Castro/Upper Market;37.760626722432555;-122.43933681510681
01/10/2023 08:45;01/10/2023;08:45;Sunday;01/10/2023 08:49;Non-Criminal;Open or Active;Park;Castro/Upper Market;37.76759524003734;-122.43119112088166
24/03/2023 17:00;24/03/2023;17:00;Friday;27/03/2023 19:48;Burglary;Open or Active;Mission;Castro/Upper Market;37.766194222958134;-122.42775734905896
22/03/2023 21:00;22/03/2023;21:00;Wednesday;27/03/2023 16:50;Motor Vehicle Theft;Open or Active;Mission;Castro/Upper Market;37.76216035767575;-122.4261459859188
26/03/2023 17:41;26/03/2023;17:41;Sunday;26/03/2023 17:51;Offences Against The Family And Children;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76419571221531;-122.43307447227019
27/03/2023 15:00;27/03/2023;15:00;Monday;27/03/2023 16:09;Non-Criminal;Open or Active;Mission;Castro/Upper Market;37.76877049785351;-122.42746205880601
26/03/2023 17:41;26/03/2023;17:41;Sunday;26/03/2023 17:51;Other Miscellaneous;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76419571221531;-122.43307447227019
27/03/2023 01:50;27/03/2023;01:50;Monday;27/03/2023 10:49;Arson;Open or Active;Mission;Castro/Upper Market;37.76437350953744;-122.43088215407568
26/03/2023 17:41;26/03/2023;17:41;Sunday;26/03/2023 17:51;Malicious Mischief;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76419571221531;-122.43307447227019
24/03/2023 17:00;24/03/2023;17:00;Friday;27/03/2023 19:48;Motor Vehicle Theft;Open or Active;Mission;Castro/Upper Market;37.766194222958134;-122.42775734905896
27/03/2023 15:00;27/03/2023;15:00;Monday;27/03/2023 16:09;Robbery;Open or Active;Mission;Castro/Upper Market;37.76877049785351;-122.42746205880601
25/12/2022 00:00;25/12/2022;00:00;Sunday;27/03/2023 10:15;;Open or Active;Mission;Castro/Upper Market;37.76115547557552;-122.4305735690657
26/03/2023 19:35;26/03/2023;19:35;Sunday;26/03/2023 19:35;Assault;Cite or Arrest Adult;Mission;Castro/Upper Market;37.76082399395527;-122.43611410956652
14/10/2021 11:00;14/10/2021;11:00;Thursday;14/10/2021 11:12;Suspicious Occ;Open or Active;Central;Chinatown;37.794666280424096;-122.40313929638648
29/01/2022 19:25;29/01/2022;19:25;Saturday;29/01/2022 19:30;Non-Criminal;Open or Active;Central;Chinatown;37.7984422945084;-122.40987875494628
04/03/2022 21:00;04/03/2022;21:00;Friday;05/03/2022 12:24;Assault;Open or Active;Central;Chinatown;37.79930285244731;-122.41064427447627
01/07/2022 16:00;01/07/2022;16:00;Friday;01/07/2022 16:04;Other Miscellaneous;Open or Active;Central;Chinatown;37.79602474908684;-122.40665235335732
17/06/2022 17:50;17/06/2022;17:50;Friday;25/06/2022 12:17;Lost Property;Open or Active;Central;Chinatown;37.79406029645113;-122.40790330315696
14/08/2022 13:00;14/08/2022;13:00;Sunday;15/08/2022 12:50;Lost Property;Open or Active;Central;Chinatown;37.79406029645113;-122.40790330315696
22/03/2023 11:01;22/03/2023;11:01;Wednesday;23/03/2023 12:45;Disorderly Conduct;Open or Active;Central;Chinatown;37.79506632848135;-122.40322140185617
23/03/2023 01:44;23/03/2023;01:44;Thursday;23/03/2023 01:50;Other Miscellaneous;Cite or Arrest Adult;Central;Chinatown;37.796302097343386;-122.40441216196413
23/03/2023 01:44;23/03/2023;01:44;Thursday;23/03/2023 01:50;Traffic Violation Arrest;Cite or Arrest Adult;Central;Chinatown;37.796302097343386;-122.40441216196413
22/03/2023 14:45;22/03/2023;14:45;Wednesday;23/03/2023 12:09;Fraud;Open or Active;Central;Chinatown;37.793379703937966;-122.4061294844994
01/09/2022 00:00;01/09/2022;00:00;Thursday;23/03/2023 16:10;Courtesy Report;Open or Active;Out of SF;Chinatown;37.7984422945084;-122.40987875494628
01/09/2022 00:00;01/09/2022;00:00;Thursday;23/03/2023 16:10;Malicious Mischief;Open or Active;Out of SF;Chinatown;37.7984422945084;-122.40987875494628
29/09/2023 11:45;29/09/2023;11:45;Friday;29/09/2023 12:30;Non-Criminal;Cite or Arrest Adult;Central;Chinatown;37.7984422945084;-122.40987875494628
29/09/2023 11:45;29/09/2023;11:45;Friday;29/09/2023 12:30;Stolen Property;Cite or Arrest Adult;Central;Chinatown;37.7984422945084;-122.40987875494628
24/03/2023 22:00;24/03/2023;22:00;Friday;24/03/2023 22:02;Missing Person;Open or Active;Central;Chinatown;37.79572012525506;-122.40907552150802
10/07/2023 19:25;10/07/2023;19:25;Monday;10/07/2023 20:47;Larceny Theft;Open or Active;Central;Chinatown;37.794345221890524;-122.40566321856517
22/03/2023 16:00;22/03/2023;16:00;Wednesday;24/03/2023 16:29;Missing Person;Open or Active;Central;Chinatown;37.79572012525506;-122.40907552150802
24/03/2023 02:30;24/03/2023;02:30;Friday;24/03/2023 13:38;Burglary;Open or Active;Central;Chinatown;37.796417485008384;-122.40349671104279
24/03/2023 11:33;24/03/2023;11:33;Friday;24/03/2023 15:01;Larceny Theft;Open or Active;Central;Chinatown;37.79588096144563;-122.40779730536886
23/03/2023 16:00;23/03/2023;16:00;Thursday;24/03/2023 17:15;Larceny Theft;Open or Active;Central;Chinatown;37.79670390180037;-122.4084308870409
02/05/2024 02:30;02/05/2024;02:30;Thursday;02/05/2024 02:34;Assault;Cite or Arrest Adult;Central;Chinatown;37.79694366455078;-122.40652465820312
02/05/2024 02:30;02/05/2024;02:30;Thursday;02/05/2024 02:34;Assault;Cite or Arrest Adult;Central;Chinatown;37.79694366455078;-122.40652465820312
30/04/2024 17:00;30/04/2024;17:00;Tuesday;01/05/2024 10:00;Malicious Mischief;Open or Active;Central;Chinatown;37.79421615600586;-122.40304565429688
02/05/2024 02:30;02/05/2024;02:30;Thursday;02/05/2024 02:34;Warrant;Cite or Arrest Adult;Central;Chinatown;37.79694366455078;-122.40652465820312
29/09/2023 21:00;29/09/2023;21:00;Friday;30/09/2023 14:05;Missing Person;Open or Active;Tenderloin;Chinatown;37.7984422945084;-122.40987875494628
29/09/2023 23:49;29/09/2023;23:49;Friday;29/09/2023 23:49;Offences Against The Family And Children;Cite or Arrest Adult;Central;Chinatown;37.79413781092445;-122.40729400672151
13/07/2023 18:20;13/07/2023;18:20;Thursday;22/09/2023 12:18;Larceny Theft;Open or Active;Central;Chinatown;37.79331487931458;-122.40664329554102
23/09/2023 00:00;23/09/2023;00:00;Saturday;30/09/2023 14:52;Other;Open or Active;Central;Chinatown;37.796210953409165;-122.40514297852731
23/03/2023 12:00;23/03/2023;12:00;Thursday;25/03/2023 12:22;Larceny Theft;Open or Active;Central;Chinatown;37.794940685499824;-122.40807910223747
25/03/2023 10:16;25/03/2023;10:16;Saturday;25/03/2023 12:35;Non-Criminal;Open or Active;Central;Chinatown;37.7984422945084;-122.40987875494628
25/03/2023 13:27;25/03/2023;13:27;Saturday;25/03/2023 20:22;Malicious Mischief;Open or Active;Central;Chinatown;37.796302097343386;-122.40441216196413
24/03/2023 23:50;24/03/2023;23:50;Friday;24/03/2023 23:55;Other Miscellaneous;Cite or Arrest Adult;Central;Chinatown;37.79426362569207;-122.40630498702015
24/03/2023 23:50;24/03/2023;23:50;Friday;24/03/2023 23:55;Larceny Theft;Cite or Arrest Adult;Central;Chinatown;37.79426362569207;-122.40630498702015
24/03/2023 23:50;24/03/2023;23:50;Friday;24/03/2023 23:55;Drug Offense;Cite or Arrest Adult;Central;Chinatown;37.79426362569207;-122.40630498702015
26/03/2023 15:00;26/03/2023;15:00;Sunday;26/03/2023 15:15;Non-Criminal;Open or Active;Central;Chinatown;37.79816523871442;-122.41209588481362
25/03/2023 13:27;25/03/2023;13:27;Saturday;25/03/2023 20:22;Larceny Theft;Open or Active;Central;Chinatown;37.796302097343386;-122.40441216196413
25/03/2023 13:37;25/03/2023;13:37;Saturday;26/03/2023 08:55;Larceny Theft;Open or Active;Central;Chinatown;37.796302097343386;-122.40441216196413
09/07/2023 22:00;09/07/2023;22:00;Sunday;10/07/2023 15:00;Burglary;Open or Active;Central;Chinatown;37.793379703937966;-122.4061294844994
30/09/2023 16:00;30/09/2023;16:00;Saturday;30/09/2023 21:45;Larceny Theft;Open or Active;Central;Chinatown;37.796302097343386;-122.40441216196413
23/03/2023 08:00;23/03/2023;08:00;Thursday;27/03/2023 07:50;Lost Property;Open or Active;Central;Chinatown;37.79406029645113;-122.40790330315696
27/03/2023 20:15;27/03/2023;20:15;Monday;27/03/2023 22:01;Larceny Theft;Open or Active;Central;Chinatown;37.79553183163968;-122.40331694612632
27/03/2023 17:40;27/03/2023;17:40;Monday;27/03/2023 19:09;Non-Criminal;Open or Active;Central;Chinatown;37.798571322794096;-122.40880813007246
21/10/2021 13:45;21/10/2021;13:45;Thursday;21/10/2021 13:45;Assault;Open or Active;Ingleside;Excelsior;37.71811888080042;-122.43877121369543
04/11/2021 21:20;04/11/2021;21:20;Thursday;04/11/2021 21:20;Non-Criminal;Open or Active;Ingleside;Excelsior;37.71811888080042;-122.43877121369543
04/03/2022 12:00;04/03/2022;12:00;Friday;08/03/2022 19:39;Other;Open or Active;Ingleside;Excelsior;37.721575000353845;-122.43714952548773
28/09/2023 20:29;28/09/2023;20:29;Thursday;28/09/2023 20:30;Non-Criminal;Open or Active;Ingleside;Excelsior;37.71276659511688;-122.4319272370139
22/03/2023 16:00;22/03/2023;16:00;Wednesday;23/03/2023 10:44;Larceny Theft;Open or Active;Ingleside;Excelsior;37.72872954740928;-122.43129384491388
22/03/2023 19:00;22/03/2023;19:00;Wednesday;23/03/2023 12:56;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.72481409796396;-122.42414418040734
22/03/2023 23:01;22/03/2023;23:01;Wednesday;22/03/2023 23:13;Assault;Open or Active;Ingleside;Excelsior;37.72202599380391;-122.42924943984079
23/03/2023 10:25;23/03/2023;10:25;Thursday;23/03/2023 10:48;Larceny Theft;Open or Active;Ingleside;Excelsior;37.7114047751124;-122.43186692622665
22/03/2023 15:00;22/03/2023;15:00;Wednesday;23/03/2023 05:46;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.71699737738195;-122.42757165153536
22/03/2023 18:30;22/03/2023;18:30;Wednesday;23/03/2023 08:20;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.717744016592675;-122.43355535030396
22/03/2023 13:00;22/03/2023;13:00;Wednesday;23/03/2023 20:51;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.722435379782695;-122.42564957754712
21/03/2023 19:00;21/03/2023;19:00;Tuesday;23/03/2023 09:51;Larceny Theft;Open or Active;Ingleside;Excelsior;37.716189203874436;-122.4347322604887
22/03/2023 23:01;22/03/2023;23:01;Wednesday;22/03/2023 23:13;Assault;Open or Active;Ingleside;Excelsior;37.72202599380391;-122.42924943984079
23/03/2023 04:42;23/03/2023;04:42;Thursday;23/03/2023 04:53;Robbery;Open or Active;Ingleside;Excelsior;37.720827144605884;-122.43558471453628
29/09/2023 18:15;29/09/2023;18:15;Friday;29/09/2023 19:24;Disorderly Conduct;Open or Active;Ingleside;Excelsior;37.714209482735754;-122.43617646639477
29/09/2023 13:58;29/09/2023;13:58;Friday;29/09/2023 13:59;Robbery;Open or Active;Ingleside;Excelsior;37.716038818883085;-122.44025513581519
19/09/2023 11:53;19/09/2023;11:53;Tuesday;25/09/2023 12:43;Larceny Theft;Open or Active;Ingleside;Excelsior;37.709660645032095;-122.44162793645022
28/09/2023 20:29;28/09/2023;20:29;Thursday;28/09/2023 20:30;Suicide;Open or Active;Ingleside;Excelsior;37.71276659511688;-122.4319272370139
28/09/2023 14:17;28/09/2023;14:17;Thursday;29/09/2023 08:46;Traffic Violation Arrest;Cite or Arrest Adult;Ingleside;Excelsior;37.73088141261523;-122.42614365667414
29/09/2023 19:00;29/09/2023;19:00;Friday;29/09/2023 22:43;Miscellaneous Investigation;Open or Active;Ingleside;Excelsior;37.72783247523369;-122.42335239558257
28/09/2023 14:17;28/09/2023;14:17;Thursday;29/09/2023 08:46;Weapons Carrying Etc;Cite or Arrest Adult;Ingleside;Excelsior;37.73088141261523;-122.42614365667414
28/09/2023 20:29;28/09/2023;20:29;Thursday;28/09/2023 20:30;Suicide;Open or Active;Ingleside;Excelsior;37.71276659511688;-122.4319272370139
29/09/2023 02:09;29/09/2023;02:09;Friday;29/09/2023 02:19;Burglary;Open or Active;Ingleside;Excelsior;37.72939698134441;-122.42602470591174
28/09/2023 18:40;28/09/2023;18:40;Thursday;28/09/2023 18:55;Assault;Open or Active;Ingleside;Excelsior;37.71347594663674;-122.43454112748964
29/09/2023 02:09;29/09/2023;02:09;Friday;29/09/2023 02:19;Suspicious Occ;Open or Active;Ingleside;Excelsior;37.72939698134441;-122.42602470591174
01/05/2024 06:00;01/05/2024;06:00;Wednesday;02/05/2024 16:00;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.72659683227539;-122.42284393310547
23/03/2023 15:30;23/03/2023;15:30;Thursday;24/03/2023 09:45;Larceny Theft;Open or Active;Ingleside;Excelsior;37.71299499631697;-122.43941695559035
24/03/2023 00:44;24/03/2023;00:44;Friday;24/03/2023 00:44;Recovered Vehicle;Open or Active;Ingleside;Excelsior;37.712264398866324;-122.42969860037697
23/03/2023 20:00;23/03/2023;20:00;Thursday;24/03/2023 17:50;Larceny Theft;Open or Active;Ingleside;Excelsior;37.71103928234531;-122.44616813900605
24/03/2023 13:33;24/03/2023;13:33;Friday;24/03/2023 13:33;Motor Vehicle Theft;Open or Active;Ingleside;Excelsior;37.7300213924819;-122.4283280014735
